IRI_KEY,WEEK,SY,GE,VEND,ITEM,UNITS,DOLLARS,F,D,PR
8038463,1322,6,1,14156,6061,2,1.38,NONE,0,0
8038463,1322,0,1,28400,981,1,0.99,NONE,2,0
8038463,1322,0,1,28400,2843,11,14.95,B,2,1
8038463,1322,0,3,28400,982,2,1.98,NONE,0,0
8038463,1322,0,1,28400,2844,6,9,B,2,1
8038463,1322,0,4,28400,988,1,0.99,NONE,2,0
8038463,1322,0,1,28400,2845,2,3,B,2,1
8038463,1322,0,1,28400,2994,3,2.82,NONE,2,0
8038463,1322,0,2,28400,1041,1,0.99,NONE,2,0
8038463,1322,0,1,28400,2850,3,2.99,A,2,1
8038463,1322,0,1,37000,43985,2,1.78,A+,0,1
8038463,1322,0,1,37000,42452,4,3.96,NONE,0,0
8038463,1322,0,1,37000,37705,6,5.29,A+,0,1
8038463,1322,0,1,37000,37723,4,5.08,NONE,0,1
8038463,1322,0,1,37000,37712,4,5.01,A+,0,1
8038463,1322,0,1,37000,37716,1,1.02,A+,0,1
8038463,1322,0,1,37000,42453,4,3.81,NONE,0,0
8038463,1322,0,1,37000,37717,2,1.75,A+,0,1
8038463,1322,0,1,37000,37706,1,0.69,A+,0,1
8038463,1322,0,1,37000,44621,1,0.99,NONE,0,0
8038463,1322,0,1,37000,37708,9,7.17,A+,0,1
8038463,1322,0,1,37000,31175,2,4.58,NONE,0,0
8038463,1322,6,1,14156,6065,1,0.69,NONE,0,0
8038463,1322,0,1,28400,3337,1,2.8,NONE,2,1
8038463,1322,0,2,28400,2869,2,1.98,NONE,2,0
8038463,1322,0,1,28400,3338,1,1.45,NONE,0,1
8038463,1322,0,1,28400,2875,3,2.97,NONE,2,0
8038463,1322,0,2,28400,2876,5,4.95,NONE,2,0
8038463,1322,0,1,37000,35128,4,4.68,A+,0,1
8038463,1322,6,1,14156,6066,4,2.66,NONE,0,0
8038463,1322,0,1,28400,2879,5,4.95,NONE,2,0
8038463,1322,0,3,28400,2064,8,7.62,NONE,2,0
8038463,1322,0,2,28400,1353,1,2.49,NONE,2,1
8038463,1322,0,1,28400,3451,1,0.99,NONE,0,0
8038463,1322,0,1,28400,2880,8,7.92,NONE,0,0
8038463,1322,8,1,53671,1,7,10.59,NONE,1,1
8038463,1322,7,2,54918,8231,1,0.99,NONE,0,0
8038463,1322,7,1,54918,8102,1,2.51,NONE,0,1
8038463,1322,7,1,54918,8766,1,3.49,NONE,0,0
8038463,1322,0,3,28400,3832,5,4.95,NONE,2,0
8038463,1322,0,1,28400,3833,1,0.99,NONE,2,0
8038463,1322,0,1,28400,3837,5,4.95,NONE,2,0
8038463,1322,6,1,47694,212,1,0.99,NONE,1,1
8038463,1322,6,1,47694,2232,2,1.98,NONE,0,0
8038463,1322,6,1,47694,202,6,5.94,NONE,1,0
8038463,1322,0,3,78516,32,4,3.81,NONE,0,0
8038463,1322,0,3,78516,12,1,0.99,NONE,1,0
8038463,1322,0,2,78516,22,3,2.97,NONE,1,0
8038463,1322,0,1,16000,15020,2,1.83,NONE,0,1
8038463,1322,0,1,16000,15940,1,2.69,NONE,0,0
8038463,1322,0,1,16000,28520,1,2.69,NONE,0,0
8038463,1322,0,5,28400,2210,6,5.79,NONE,2,0
8038463,1322,0,1,28400,3838,1,0.99,NONE,0,0
8038463,1322,7,1,20495,90230,1,1.99,NONE,0,0
8038463,1323,6,1,14156,6061,1,0.69,NONE,0,0
8038463,1323,0,1,28400,981,5,4.95,NONE,2,0
8038463,1323,0,3,28400,982,1,0.99,NONE,2,0
8038463,1323,0,4,28400,988,3,2.82,NONE,2,0
8038463,1323,0,2,28400,2870,1,1.99,NONE,0,0
8038463,1323,0,2,28400,1041,2,1.98,NONE,2,0
8038463,1323,0,1,37000,37705,8,7.92,NONE,0,1
8038463,1323,0,1,37000,37712,3,4.21,NONE,0,1
8038463,1323,0,1,37000,42453,1,0.99,NONE,0,0
8038463,1323,0,1,37000,37717,6,5.94,NONE,0,1
8038463,1323,0,1,37000,37706,5,8.95,NONE,0,0
8038463,1323,0,1,37000,44621,1,0.99,NONE,0,0
8038463,1323,0,1,37000,37708,1,0.99,NONE,0,0
8038463,1323,0,1,37000,31175,1,2.29,NONE,0,0
8038463,1323,6,1,14156,6065,1,0.69,NONE,0,0
8038463,1323,0,2,28400,2869,1,0.84,NONE,2,1
8038463,1323,0,1,28400,3338,1,3.29,NONE,2,1
8038463,1323,0,1,28400,2875,5,4.8,NONE,2,0
8038463,1323,0,2,28400,2876,2,1.98,NONE,2,0
8038463,1323,0,1,37000,40443,1,1.52,NONE,0,0
8038463,1323,0,1,41419,71471,1,0.69,NONE,0,0
8038463,1323,0,4,41419,6171,1,2.19,NONE,0,0
8038463,1323,0,1,28400,2977,5,4.95,NONE,2,0
8038463,1323,6,1,14156,6066,2,1.38,NONE,0,0
8038463,1323,0,1,28400,2879,5,4.95,NONE,2,0
8038463,1323,0,3,28400,2064,1,0.99,NONE,2,0
8038463,1323,0,1,28400,2880,6,5.64,NONE,2,0
8038463,1323,8,1,53671,1,1,1.59,NONE,1,1
8038463,1323,7,1,54918,8102,1,2.97,NONE,0,0
8038463,1323,0,3,28400,3832,5,4.65,NONE,2,0
8038463,1323,0,1,28400,3833,6,5.94,NONE,2,0
8038463,1323,0,2,28400,1029,1,2.97,NONE,0,0
8038463,1323,0,1,28400,3837,5,4.8,NONE,2,0
8038463,1323,6,1,47694,212,4,3.96,A+,1,1
8038463,1323,6,1,47694,232,2,1.98,A+,1,1
8038463,1323,6,1,47694,5232,1,0.99,A+,0,0
8038463,1323,6,1,47694,202,2,1.98,A+,0,0
8038463,1323,6,1,47694,3232,1,0.99,A+,1,1
8038463,1323,0,1,78516,72,2,1.98,NONE,1,0
8038463,1323,0,1,16000,15020,2,1.98,NONE,0,0
8038463,1323,0,1,16000,29090,1,2.69,NONE,0,0
8038463,1323,0,1,16000,15990,2,5.38,NONE,0,0
8038463,1323,0,1,16000,16010,2,1.98,NONE,0,0
8038463,1323,0,5,28400,2210,3,2.97,NONE,2,0
8038463,1323,0,1,28400,3838,1,0.99,NONE,0,0
8038463,1324,6,1,14156,6063,6,3.97,NONE,0,0
8038463,1324,6,1,14156,6061,2,1.38,NONE,0,0
8038463,1324,6,1,14156,6062,1,0.69,NONE,0,0
8038463,1324,0,1,28400,981,3,2.97,NONE,2,0
8038463,1324,0,1,28400,2843,1,2.99,A,2,0
8038463,1324,0,1,28400,2844,1,2.99,A,2,0
8038463,1324,0,4,28400,988,1,0.84,NONE,2,1
8038463,1324,0,1,28400,2845,2,5.98,A,2,1
8038463,1324,0,1,28400,2994,5,4.8,NONE,2,1
8038463,1324,0,2,28400,1041,3,2.97,NONE,0,0
8038463,1324,0,1,37000,43985,1,1.79,NONE,0,0
8038463,1324,0,1,37000,42452,2,1.98,NONE,0,0
8038463,1324,0,1,37000,37705,4,6.36,NONE,0,1
8038463,1324,0,1,37000,42453,1,0.99,NONE,0,0
8038463,1324,0,1,37000,37717,8,8.45,NONE,0,1
8038463,1324,0,1,37000,44621,2,1.98,NONE,0,0
8038463,1324,0,1,28400,3337,8,16,A,2,1
8038463,1324,0,2,28400,2869,4,3.81,NONE,2,0
8038463,1324,0,1,28400,3338,6,12,A,2,1
8038463,1324,0,1,28400,2875,8,7.32,NONE,2,0
8038463,1324,0,2,28400,2876,1,0.99,NONE,0,0
8038463,1324,0,3,28400,908,1,3.29,NONE,2,0
8038463,1324,0,1,37000,35128,1,1.52,NONE,0,0
8038463,1324,0,4,41419,6171,1,2.19,NONE,0,0
8038463,1324,0,1,82204,80010,1,1.99,NONE,0,0
8038463,1324,0,1,28400,2977,2,1.98,NONE,0,0
8038463,1324,6,1,14156,6066,3,2,NONE,0,0
8038463,1324,0,1,28400,2879,9,8.76,NONE,2,0
8038463,1324,0,1,28400,2880,8,7.62,NONE,2,0
8038463,1324,8,1,53671,1,2,3.18,NONE,1,1
8038463,1324,7,2,54918,8231,2,1.98,NONE,0,0
8038463,1324,7,1,54918,8250,2,1.98,NONE,0,0
8038463,1324,0,3,28400,3832,2,1.98,NONE,0,0
8038463,1324,0,1,28400,3833,4,3.96,NONE,2,0
8038463,1324,0,2,28400,1029,2,6.98,NONE,0,0
8038463,1324,0,1,28400,3837,1,0.99,NONE,0,0
8038463,1324,6,1,47694,212,1,0.99,NONE,1,1
8038463,1324,6,1,47694,5232,2,1.83,NONE,0,1
8038463,1324,6,1,47694,202,6,5.94,NONE,1,0
8038463,1324,0,3,78516,32,3,2.97,NONE,1,0
8038463,1324,0,2,44000,609,4,11.96,NONE,0,0
8038463,1324,0,1,16000,11204,1,2.69,NONE,0,0
8038463,1324,0,1,16000,15020,1,0.99,NONE,0,0
8038463,1324,0,1,16000,16010,6,5.94,NONE,0,0
8038463,1324,0,5,28400,2210,5,4.95,NONE,2,0
8038463,1324,0,1,28400,3838,4,3.96,NONE,2,0
8038463,1325,6,1,14156,6062,1,0.69,NONE,0,0
8038463,1325,0,1,28400,981,2,1.98,NONE,2,0
8038463,1325,0,1,28400,2843,1,2.99,A,2,0
8038463,1325,0,3,28400,982,2,1.83,NONE,2,1
8038463,1325,0,1,28400,2844,1,2.99,A,2,0
8038463,1325,0,4,28400,988,2,1.98,NONE,2,0
8038463,1325,0,2,28400,2871,1,1.99,NONE,0,0
8038463,1325,0,1,28400,2994,2,1.98,NONE,2,0
8038463,1325,0,2,28400,1041,2,1.98,NONE,2,0
8038463,1325,0,1,28400,2850,1,2.99,NONE,2,0
8038463,1325,0,1,37000,42452,2,1.98,NONE,0,0
8038463,1325,0,1,37000,42453,1,0.99,NONE,0,0
8038463,1325,0,1,37000,37717,4,5.3,NONE,0,0
8038463,1325,0,1,37000,37706,1,1.79,NONE,0,0
8038463,1325,0,1,37000,37708,2,2.28,NONE,0,0
8038463,1325,0,1,28400,4252,1,0.99,NONE,2,1
8038463,1325,0,1,28400,3338,3,9.87,NONE,2,1
8038463,1325,0,1,28400,2875,3,2.97,NONE,2,0
8038463,1325,0,2,28400,2876,2,1.83,NONE,2,1
8038463,1325,0,3,28400,908,1,2.34,A,2,1
8038463,1325,0,1,28400,2977,2,1.98,NONE,2,0
8038463,1325,0,1,46100,781,1,1.99,NONE,0,0
8038463,1325,6,1,14156,6066,2,1.38,NONE,0,0
8038463,1325,0,1,28400,2879,9,8.76,NONE,2,0
8038463,1325,0,1,28400,2880,10,9.75,NONE,2,0
8038463,1325,8,1,53671,1,1,1.59,NONE,1,1
8038463,1325,7,2,54918,8231,1,0.5,A+,0,1
8038463,1325,7,1,54918,8278,6,3,A+,0,1
8038463,1325,7,1,54918,8250,6,3,A+,0,1
8038463,1325,7,1,54918,8102,3,9.49,NONE,0,0
8038463,1325,7,1,54918,8766,1,3.49,NONE,0,0
8038463,1325,0,1,16000,28370,2,5.38,NONE,0,0
8038463,1325,0,3,28400,3832,1,0.99,NONE,2,0
8038463,1325,0,1,28400,3833,5,4.95,NONE,2,0
8038463,1325,0,1,28400,3837,1,0.99,NONE,2,0
8038463,1325,6,1,47694,212,1,0.99,NONE,1,1
8038463,1325,6,1,47694,232,1,0.99,NONE,1,1
8038463,1325,6,1,47694,202,2,1.98,NONE,1,0
8038463,1325,6,1,47694,3232,1,0.99,NONE,1,1
8038463,1325,0,1,78516,72,2,1.98,NONE,1,0
8038463,1325,0,3,78516,32,1,0.99,NONE,1,0
8038463,1325,0,2,78516,22,1,0.99,NONE,1,0
8038463,1325,0,2,44000,609,1,2.99,NONE,0,0
8038463,1325,0,1,16000,15020,1,0.99,NONE,0,0
8038463,1325,0,1,16000,15940,1,2.69,NONE,0,0
8038463,1325,0,1,16000,15840,1,2.69,NONE,0,0
8038463,1325,0,1,16000,15990,2,5.38,NONE,0,0
8038463,1325,0,1,16000,16010,2,1.98,NONE,0,0
8038463,1325,0,1,27393,970,2,1.98,NONE,0,0
8038463,1325,0,1,27393,960,1,0.99,NONE,0,0
8038463,1325,0,5,28400,2210,4,3.66,NONE,2,0
8038463,1326,6,1,14156,6063,4,2.4,NONE,0,1
8038463,1326,6,1,14156,6061,2,1.38,NONE,0,0
8038463,1326,6,1,14156,6062,2,1.38,NONE,0,0
8038463,1326,0,1,28400,981,4,3.96,NONE,2,0
8038463,1326,0,1,28400,2843,1,1.67,A,2,1
8038463,1326,0,3,28400,982,1,0.99,NONE,2,0
8038463,1326,0,1,28400,2844,3,5,A,2,1
8038463,1326,0,4,28400,988,2,1.98,NONE,2,0
8038463,1326,0,1,28400,2845,5,8.33,A,0,1
8038463,1326,0,1,28400,4058,2,1.83,NONE,0,0
8038463,1326,0,2,28400,2870,3,5.97,NONE,0,0
8038463,1326,0,1,28400,2994,1,0.99,NONE,2,0
8038463,1326,0,2,28400,1041,2,1.83,NONE,2,1
8038463,1326,0,1,28400,2850,4,6.68,NONE,2,1
8038463,1326,0,1,37000,43985,1,1.52,A+,0,1
8038463,1326,0,1,37000,37705,20,21.35,A+,0,1
8038463,1326,0,1,37000,37725,1,2.99,NONE,0,0
8038463,1326,0,1,37000,37712,2,1.59,A+,0,1
8038463,1326,0,1,37000,37716,6,6.41,A+,0,1
8038463,1326,0,1,37000,42453,1,0.84,NONE,0,1
8038463,1326,0,1,37000,37717,14,12.8,A+,0,1
8038463,1326,0,1,37000,37706,4,3.49,A+,0,1
8038463,1326,0,1,37000,44621,1,0.99,NONE,0,0
8038463,1326,0,1,37000,37708,2,2.08,NONE,0,1
8038463,1326,0,1,37000,31175,1,2.29,NONE,0,0
8038463,1326,6,1,14156,6065,1,0.69,NONE,0,0
8038463,1326,0,1,28400,4252,3,2.82,NONE,2,1
8038463,1326,0,2,28400,2869,2,1.83,NONE,2,0
8038463,1326,0,1,28400,3338,2,6.58,NONE,2,1
8038463,1326,0,1,28400,2875,4,3.96,NONE,2,0
8038463,1326,0,2,28400,2876,3,2.97,NONE,2,0
8038463,1326,0,3,28400,908,2,6.58,NONE,2,0
8038463,1326,0,1,37000,35128,1,0.9,A+,0,1
8038463,1326,0,4,41419,6171,1,2.19,NONE,0,0
8038463,1326,0,1,28400,2977,3,2.97,NONE,2,0
8038463,1326,0,1,46100,781,1,1.69,NONE,0,1
8038463,1326,6,1,14156,6066,3,2.07,NONE,0,0
8038463,1326,0,1,28400,2879,5,4.8,NONE,0,0
8038463,1326,0,3,28400,2064,2,1.83,NONE,0,0
8038463,1326,0,2,28400,1353,1,2.49,NONE,0,1
8038463,1326,0,1,28400,2880,7,6.78,NONE,2,0
8038463,1326,7,3,54918,8256,1,0.99,NONE,0,0
8038463,1326,7,1,54918,8102,2,6,NONE,0,0
8038463,1326,7,1,54918,8766,4,12.98,NONE,0,1
8038463,1326,0,1,16000,28370,1,2.69,NONE,0,0
8038463,1326,0,3,28400,3832,2,1.98,NONE,2,0
8038463,1326,0,2,28400,1029,1,3.49,NONE,2,0
8038463,1326,0,1,28400,3837,4,3.81,NONE,2,0
8038463,1326,6,1,47694,202,3,2.97,NONE,0,0
8038463,1326,0,1,78516,72,1,0.67,NONE,1,1
8038463,1326,0,3,78516,32,2,1.58,NONE,1,1
8038463,1326,0,3,78516,12,2,1.58,NONE,1,1
8038463,1326,0,2,44000,609,2,5.98,NONE,0,0
8038463,1326,0,1,16000,19370,2,5.38,NONE,0,0
8038463,1326,0,1,16000,15020,2,1.98,NONE,0,0
8038463,1326,0,1,16000,15840,1,2.69,NONE,0,0
8038463,1326,0,1,16000,16010,1,0.99,NONE,0,0
8038463,1326,0,5,28400,2210,4,3.96,NONE,2,0
8038463,1326,7,1,20495,90230,1,1.99,NONE,0,0
8038463,1327,6,1,14156,6063,1,0.69,NONE,0,0
8038463,1327,6,1,14156,6061,1,0.69,NONE,0,0
8038463,1327,0,1,28400,981,4,3.96,NONE,2,0
8038463,1327,0,1,28400,2843,1,2.99,NONE,2,0
8038463,1327,0,3,28400,982,1,0.99,NONE,2,0
8038463,1327,0,1,28400,2844,1,2.99,NONE,2,0
8038463,1327,0,4,28400,988,2,1.98,NONE,2,0
8038463,1327,0,1,28400,2845,1,2.99,NONE,2,1
8038463,1327,0,1,28400,4058,1,0.99,NONE,2,0
8038463,1327,0,2,28400,2870,1,1.99,NONE,0,0
8038463,1327,0,2,28400,1041,2,1.98,NONE,2,0
8038463,1327,0,1,28400,2850,1,2.99,NONE,0,0
8038463,1327,0,1,37000,42452,4,3.96,NONE,0,0
8038463,1327,0,1,37000,37705,4,6,NONE,0,1
8038463,1327,0,1,37000,37712,3,4.5,NONE,0,1
8038463,1327,0,1,37000,42453,3,2.97,NONE,0,0
8038463,1327,0,1,37000,37717,3,4.79,NONE,0,0
8038463,1327,0,1,37000,37708,3,4.79,NONE,0,0
8038463,1327,0,1,28400,4252,1,0.99,NONE,2,1
8038463,1327,0,1,28400,3337,2,4,A,2,1
8038463,1327,0,2,28400,2869,7,6.63,NONE,2,0
8038463,1327,0,1,28400,3338,4,7.7,A,2,1
8038463,1327,0,1,28400,2875,6,5.94,NONE,2,0
8038463,1327,0,3,28400,908,1,3.29,NONE,2,0
8038463,1327,0,1,37000,35128,1,1.49,NONE,0,0
8038463,1327,0,4,41419,6171,2,4.38,NONE,0,0
8038463,1327,0,1,28400,2977,3,2.82,NONE,2,0
8038463,1327,0,1,46100,781,1,1.99,NONE,0,0
8038463,1327,6,1,14156,6066,2,1.38,NONE,0,0
8038463,1327,0,1,28400,2879,6,5.94,NONE,2,0
8038463,1327,0,3,28400,2064,2,1.83,NONE,2,0
8038463,1327,0,1,28400,2880,5,4.95,NONE,2,0
8038463,1327,8,1,53671,1,1,1.59,NONE,1,1
8038463,1327,7,1,54918,8278,1,0.99,NONE,0,0
8038463,1327,7,1,54918,8166,1,3.49,NONE,0,0
8038463,1327,0,1,16000,28370,1,2,NONE,0,1
8038463,1327,0,3,28400,3832,4,3.66,NONE,2,1
8038463,1327,0,1,28400,3833,5,4.95,NONE,2,0
8038463,1327,0,2,28400,1029,3,10.47,NONE,2,0
8038463,1327,0,1,28400,3837,3,2.82,NONE,2,0
8038463,1327,6,1,47694,232,4,3.96,NONE,1,1
8038463,1327,6,1,47694,202,6,5.94,NONE,1,0
8038463,1327,0,1,78516,72,2,1.68,NONE,1,1
8038463,1327,0,3,78516,12,2,1.98,NONE,1,0
8038463,1327,0,2,78516,22,2,1.98,NONE,1,0
8038463,1327,0,2,44000,609,2,5.98,NONE,0,0
8038463,1327,0,1,16000,19370,3,6,NONE,0,1
8038463,1327,0,1,16000,15020,4,3.96,NONE,0,0
8038463,1327,0,1,16000,15840,1,2,NONE,0,1
8038463,1327,0,1,16000,15990,2,4,NONE,0,1
8038463,1327,0,1,16000,16010,2,1.98,NONE,0,0
8038463,1327,0,5,28400,2210,6,5.79,NONE,2,0
8038463,1327,7,1,20495,90400,1,1.69,NONE,0,0
8038463,1328,6,1,14156,6063,2,1.38,NONE,1,0
8038463,1328,0,1,28400,981,2,1.98,NONE,2,0
8038463,1328,0,3,28400,982,2,1.98,NONE,2,0
8038463,1328,0,4,28400,988,1,0.99,NONE,2,0
8038463,1328,0,1,28400,2845,1,2.99,NONE,2,1
8038463,1328,0,1,28400,2994,1,0.99,NONE,2,0
8038463,1328,0,2,28400,1041,6,5.94,NONE,2,0
8038463,1328,0,1,37000,43206,2,3.58,NONE,0,0
8038463,1328,0,1,37000,43985,1,1.79,NONE,0,0
8038463,1328,0,1,37000,42452,4,3.96,NONE,0,0
8038463,1328,0,1,37000,37705,4,6.58,NONE,1,0
8038463,1328,0,1,37000,42453,1,0.99,NONE,0,0
8038463,1328,0,1,37000,37717,4,6.58,NONE,1,0
8038463,1328,0,1,37000,44621,1,0.99,NONE,0,0
8038463,1328,0,1,37000,37708,4,6.58,NONE,0,0
8038463,1328,0,1,37000,37724,2,3,NONE,0,0
8038463,1328,6,1,14156,6065,1,0.59,NONE,0,1
8038463,1328,0,1,28400,4252,1,0.99,NONE,0,1
8038463,1328,0,2,28400,2869,6,5.34,NONE,2,0
8038463,1328,0,1,28400,2875,5,4.8,NONE,0,0
8038463,1328,0,2,28400,2876,3,2.97,NONE,0,0
8038463,1328,0,2,28400,932,2,6.58,NONE,2,1
8038463,1328,0,4,41419,6171,1,2.19,NONE,0,0
8038463,1328,0,1,82204,80010,1,1.99,NONE,0,0
8038463,1328,0,1,28400,2977,2,1.83,NONE,2,1
8038463,1328,0,1,46100,450,2,2.88,NONE,0,0
8038463,1328,6,1,14156,6066,2,1.38,NONE,0,0
8038463,1328,0,1,28400,2879,5,4.95,NONE,2,0
8038463,1328,0,3,28400,2064,6,5.79,NONE,2,0
8038463,1328,0,1,28400,2880,4,3.96,NONE,2,0
8038463,1328,7,1,54918,8278,1,0.99,NONE,0,0
8038463,1328,7,1,54918,8102,1,2.51,NONE,0,1
8038463,1328,7,1,54918,8766,1,3.49,NONE,0,0
8038463,1328,0,3,28400,3832,8,7.92,NONE,2,0
8038463,1328,6,1,47694,232,5,4.95,NONE,1,1
8038463,1328,6,1,47694,202,3,2.97,NONE,1,0
8038463,1328,6,1,47694,3232,1,0.84,NONE,1,1
8038463,1328,0,1,78516,72,1,0.84,NONE,1,1
8038463,1328,0,3,78516,32,1,0.99,NONE,1,0
8038463,1328,0,1,16000,15020,3,2.97,NONE,2,0
8038463,1328,0,1,16000,15840,1,2.69,NONE,0,0
8038463,1328,0,1,16000,16010,3,2.97,NONE,0,0
8038463,1328,0,1,27393,960,1,0.99,NONE,0,0
8038463,1328,0,5,28400,2210,5,4.95,NONE,2,0
8038463,1329,6,1,14156,6063,3,2,NONE,1,0
8038463,1329,6,1,14156,6061,3,2.07,NONE,1,0
8038463,1329,6,1,14156,6062,1,0.69,NONE,1,0
8038463,1329,0,1,28400,981,5,4.65,NONE,2,1
8038463,1329,0,1,28400,2843,5,7.5,A,0,1
8038463,1329,0,3,28400,982,3,2.97,NONE,2,0
8038463,1329,0,1,28400,2844,9,13.5,A,0,1
8038463,1329,0,4,28400,988,2,1.98,NONE,2,0
8038463,1329,0,1,28400,2845,8,11.96,A,0,1
8038463,1329,0,1,28400,4058,4,3.81,NONE,0,0
8038463,1329,0,1,28400,2873,1,1.99,NONE,0,0
8038463,1329,0,2,28400,1041,2,1.98,NONE,2,0
8038463,1329,0,1,28400,2850,4,5.98,NONE,0,1
8038463,1329,0,1,37000,42452,4,3.96,NONE,0,0
8038463,1329,0,1,37000,37705,6,9.89,NONE,1,0
8038463,1329,0,1,37000,37725,1,2.99,NONE,0,0
8038463,1329,0,1,37000,37712,1,1.79,NONE,0,0
8038463,1329,0,1,37000,42453,5,4.8,NONE,0,0
8038463,1329,0,1,37000,37717,3,4.79,NONE,1,0
8038463,1329,0,1,37000,44621,4,3.96,NONE,0,0
8038463,1329,0,1,37000,37708,2,3,NONE,0,0
8038463,1329,0,1,37000,31175,1,1.95,NONE,0,1
8038463,1329,6,1,14156,6065,1,0.69,NONE,0,0
8038463,1329,0,2,28400,2869,3,2.82,NONE,2,0
8038463,1329,0,1,28400,2875,6,5.94,NONE,2,0
8038463,1329,0,2,28400,2876,6,5.94,NONE,0,0
8038463,1329,0,3,28400,908,1,3.29,NONE,2,0
8038463,1329,0,1,41419,71471,1,0.69,NONE,0,0
8038463,1329,0,4,41419,6171,1,2.19,NONE,0,0
8038463,1329,0,1,28400,2977,2,1.98,NONE,2,0
8038463,1329,0,1,46100,781,1,1.99,NONE,0,0
8038463,1329,6,1,14156,6066,4,2.76,NONE,0,0
8038463,1329,0,1,28400,2879,9,8.91,NONE,2,0
8038463,1329,0,3,28400,2064,2,1.98,NONE,0,0
8038463,1329,0,1,28400,2880,6,5.94,NONE,0,0
8038463,1329,7,1,54918,8278,1,0.99,NONE,0,0
8038463,1329,7,1,54918,8102,1,3.49,NONE,0,0
8038463,1329,7,1,54918,8166,2,6,NONE,0,1
8038463,1329,7,1,54918,8192,1,2.99,NONE,0,0
8038463,1329,7,1,54918,8766,5,15.49,NONE,0,1
8038463,1329,0,3,28400,3832,2,1.98,NONE,2,0
8038463,1329,0,1,28400,3833,2,1.98,NONE,2,0
8038463,1329,0,1,28400,3837,1,0.84,NONE,0,1
8038463,1329,6,1,47694,212,1,0.99,NONE,1,1
8038463,1329,6,1,47694,2232,1,0.84,NONE,1,1
8038463,1329,6,1,47694,202,5,4.95,NONE,1,0
8038463,1329,6,1,47694,3232,1,0.99,NONE,1,1
8038463,1329,0,1,78516,72,9,8.61,NONE,1,0
8038463,1329,0,2,78516,22,1,1.73,NONE,0,0
8038463,1329,0,2,44000,609,1,2.99,NONE,0,0
8038463,1329,0,1,16000,19370,1,2.69,NONE,0,0
8038463,1329,0,1,16000,15020,2,1.98,NONE,0,0
8038463,1329,0,1,16000,15840,1,2.69,NONE,0,0
8038463,1329,0,1,16000,28520,1,2.31,NONE,0,0
8038463,1329,0,1,16000,29090,1,2.69,NONE,0,0
8038463,1329,0,1,16000,16010,1,0.99,NONE,0,0
8038463,1329,0,5,28400,2210,5,4.95,NONE,2,0
8038463,1329,7,1,20495,90230,1,1.99,NONE,0,0
8038463,1330,6,1,14156,6063,2,1.38,NONE,1,0
8038463,1330,6,1,14156,6061,2,1.28,NONE,1,1
8038463,1330,6,1,14156,6062,1,0.69,NONE,1,0
8038463,1330,0,1,28400,981,1,0.99,NONE,2,0
8038463,1330,0,1,28400,3098,2,1.98,NONE,2,1
8038463,1330,0,1,28400,2844,3,8.97,NONE,2,0
8038463,1330,0,4,28400,988,1,0.99,NONE,2,0
8038463,1330,0,1,28400,2845,4,11.96,NONE,2,1
8038463,1330,0,1,28400,4058,2,1.83,NONE,0,0
8038463,1330,0,1,28400,2850,1,2.99,NONE,2,0
8038463,1330,0,1,37000,43206,1,1.79,NONE,0,0
8038463,1330,0,1,37000,42452,2,1.98,A+,0,0
8038463,1330,0,1,37000,37705,1,1.79,NONE,1,0
8038463,1330,0,1,37000,37723,1,1.79,NONE,0,0
8038463,1330,0,1,37000,37712,1,1.79,NONE,0,0
8038463,1330,0,1,37000,42453,2,1.98,A+,0,0
8038463,1330,0,1,37000,37717,4,6.58,NONE,1,0
8038463,1330,0,1,37000,37706,1,1.79,NONE,1,0
8038463,1330,0,1,37000,37718,1,1.79,NONE,1,1
8038463,1330,0,1,37000,44621,3,2.82,A+,0,0
8038463,1330,0,2,28400,2869,3,2.67,NONE,2,0
8038463,1330,0,1,28400,3338,3,9.87,NONE,2,1
8038463,1330,0,1,28400,2875,9,8.31,NONE,2,0
8038463,1330,0,2,28400,2876,2,1.98,NONE,2,0
8038463,1330,0,3,28400,908,1,3.29,NONE,0,0
8038463,1330,0,4,41419,6171,1,2.19,NONE,0,0
8038463,1330,0,1,28400,2977,4,3.51,NONE,2,1
8038463,1330,0,1,46100,450,1,1.44,NONE,0,0
8038463,1330,0,1,46100,781,1,1.99,NONE,0,0
8038463,1330,6,1,14156,6066,1,0.59,NONE,0,1
8038463,1330,0,1,28400,2879,5,4.95,NONE,2,0
8038463,1330,0,3,28400,2064,3,2.97,NONE,2,0
8038463,1330,0,1,28400,2880,9,8.46,NONE,2,0
8038463,1330,7,1,54918,8278,1,0.84,NONE,0,1
8038463,1330,7,3,54918,8256,1,0.99,NONE,0,0
8038463,1330,7,1,54918,8102,1,3.49,NONE,0,0
8038463,1330,7,1,54918,8766,1,3.49,NONE,0,0
8038463,1330,0,1,16000,28370,1,2.69,NONE,0,0
8038463,1330,0,3,28400,3832,3,2.67,NONE,2,1
8038463,1330,0,1,28400,3833,10,9.9,NONE,2,0
8038463,1330,0,1,28400,3837,8,7.77,NONE,2,0
8038463,1330,0,1,24622,56147,1,3.49,NONE,0,0
8038463,1330,6,1,47694,202,10,9.75,NONE,2,0
8038463,1330,6,1,47694,3232,1,0.99,NONE,0,1
8038463,1330,0,1,78516,72,1,0.99,NONE,1,0
8038463,1330,0,3,78516,32,3,2.97,NONE,2,0
