Row Labels,650111,652564,660217,687480,1087950,8038146,8038184,8038288,8038321,8038463,8038634,8038677,Grand_Total
1185,,297.32,5311.88,288.26,,802.89,124.51,1770.39,,411.24,,,9006.49
1186,,378.55,5182.01,547.85,,825.12,104.71,1400.06,,516.53,,,8954.83
1187,,490.05,3049.17,277.28,,340.93,159.26,1099.71,,241.98,,,5658.38
1188,,357.18,3067.81,186.06,,997.98,112.65,715.53,,160.16,,,5597.37
1189,,339.7,2423.09,243.94,,643.55,149.82,367.34,,237.04,,,4404.48
1190,,341.96,2291.41,128.1,,897.48,424.61,1595.2,,196.52,,,5875.28
1191,,332.48,2369.02,427.26,,715.31,357.65,1569.52,,201.02,,,5972.26
1192,,374.82,1744.1,307.5,,722.34,101.71,738.76,,166.39,,,4155.62
1193,,612.96,4042.92,307.15,,533.42,138.38,880.84,,288.91,,,6804.58
1194,,375.69,6373.85,338.1,,670.42,137.76,542.1,,262.28,,,8700.2
1195,,540.47,1950.37,654.21,,386.39,283.86,538.13,,177.24,,,4530.67
1196,,617.67,2821.47,302.03,,873.33,63.66,440.81,,329.07,,,5448.04
1197,,735.84,3238.23,265.49,,464.19,60.2,511.09,,244.22,,,5519.26
1198,,554.1,2105.49,290.65,,710.94,149.74,1112.79,,298.23,,,5221.94
1199,,482.37,2202.46,386.41,,538.95,90.42,483.51,,197.71,,,4381.83
1200,,262.32,3755.48,913.49,,887.03,291,598,,416.91,,,7124.23
1201,,522.14,3953.43,461.66,,501.69,76.45,690.53,,305.54,,,6511.44
1202,,239.67,2511.15,474.04,,497.31,127.62,506.38,,399.86,,,4756.03
1203,,469.09,2764.67,399.96,,817.13,296.34,534.38,,349.53,,,5631.1
1204,,731.92,2109.86,318.24,,552.22,62.57,535.87,,233.7,,,4544.38
1205,,287.19,2478.54,249,,842.48,436.61,381.52,,306.65,,,4981.99
1206,,356.66,2458.34,404.59,,635.68,91.64,469.1,,403.93,,,4819.94
1207,,543.57,2751.2,417.7,,887.47,103.95,196.97,,281.15,,,5182.01
1208,,317.31,2586.83,394.68,,686.45,172.57,586.12,,453.69,,,5197.65
1209,,356.51,3006.59,415.77,,900.11,304.7,379.53,,309.7,,,5672.91
1210,,240.8,2899.85,327.79,,906.61,111,341.22,,245.9,,,5073.17
1211,,507.03,2735.51,342.94,,588.96,174.83,384.77,,360.51,,,5094.55
1212,,749.02,2995.36,407.27,,631.67,46.87,288.38,,306.57,,,5425.14
1213,,648.06,3980.08,546.76,,438.47,73.99,510.51,,399.5,,,6597.37
1214,,415.96,2952.58,226.84,,936.9,93.81,812.35,,313.31,,,5751.75
1215,,747.9,3833.33,509.61,,749.46,39.81,371.4,,618.41,,,6869.92
1216,,626.86,8702.8,654.78,,1044.33,242.12,3277.06,,662.63,,,15210.58
1217,,1409.17,23598.72,612.88,,440.95,213.55,1415.51,,1043.49,,,28734.27
1218,,867.56,6702.8,206.79,,768.54,145.29,422.85,,212.62,,,9326.45
1219,,645.32,4950.87,274.95,,751.56,72.36,566.49,,489.04,,,7750.59
1220,,613.2,6869.55,464.14,,655.74,202.11,1043.26,,486.21,,,10334.21
1221,,748.89,4248.74,473.98,,813.11,147.73,1237.33,,322.05,,,7991.83
1222,,348.4,3391.11,330.07,,808.7,149.02,821.32,,244.54,,,6093.16
1223,,714.03,2925.17,309.38,,853.31,208.21,888.28,,239.66,,,6138.04
1224,,902.62,6507.69,592.99,,1350.19,144.95,1574.08,,395,,,11467.52
1225,,643.73,5879.17,467.01,,748.08,181.89,660.7,,348.43,,,8929.01
1226,,501.24,5336.82,304.41,,574.34,160.03,756.92,,274.05,,,7907.81
1227,,1042.64,3355.31,272.66,,754.66,150.64,964.43,,257.65,,,6797.99
1228,,836.79,4009.73,436.16,,1065.87,82.21,677.53,,439.3,,,7547.59
1229,,924.58,5156.25,420.41,,738.49,63.87,541.95,,488.3,,,8333.85
1230,,560.34,4157.63,242.83,,811.86,120.6,775.51,,372.03,,,7040.8
1231,,608.5,3033.75,469.98,,919.41,105.3,503.01,,281.01,,,5920.96
1232,,671.4,3327.38,466.66,,822.96,123.71,557.3,,381.02,,,6350.43
1233,,818.61,4233.55,310.92,,1151.61,121.39,426.28,,393.46,,,7455.82
1234,,602.71,4289.01,418.01,,744.04,121.17,523.21,,318.04,,,7016.19
1235,,554.14,4549.22,201.07,,763.96,155.26,357.06,,272.57,,,6853.28
1236,,369.09,2966.95,233.4,,684.88,57.66,299.34,,151.5,,,4762.82
1237,,637.43,5483.86,335.93,,1064.05,104.6,762.18,,213.5,,,8601.55
1238,,399.76,9448.32,244.18,,1230.76,1131.49,1177.02,,326.51,,,13958.04
1239,,456.97,6521.87,227.46,,928.28,100.31,615.9,,472.12,,,9322.91
1240,,664.34,2798.37,246.68,,676.23,139.57,691.04,,315.78,,,5532.01
1241,,488.72,2809.6,170.7,,741.17,192.7,364.46,,225.04,,,4992.39
1242,,443.19,2520.15,211.87,,841.05,211.82,752.6,,151.1,,,5131.78
1243,,906.32,2004.74,268.59,,652.27,335.88,630.3,,230,,,5028.1
1244,,244.85,,181.92,,560.56,119.45,1210.77,,249.35,,,2566.9
1245,,414.05,,140.42,,1302.58,214.77,476.2,,275.37,,,2823.39
1246,,326.63,,128.7,,509.38,115.05,432.4,,244.39,,,1756.55
1247,,388.44,,221.27,,775.27,182.08,903.49,,400.99,,,2871.54
1248,,478.95,,178.49,,698.49,756.61,474.51,,356.57,,,2943.62
1249,,353.19,,169.22,,407.17,285.78,796.16,,175.62,,,2187.14
1250,,383.79,,348.69,,683.39,329.4,543.55,,251.53,,,2540.35
1251,,344.35,,151,,562.35,1320.72,515.63,,229.75,,,3123.8
1252,,531.49,,257.56,,840.13,189.67,761.07,,281.69,,,2861.61
1253,,296.96,,152.28,,914.69,654.21,732.78,,244.87,,,2995.79
1254,,492.03,,266.49,,833.76,170.5,372.4,,331.95,,,2467.13
1255,,260.37,,180.67,,672.45,168.41,679.46,,153.98,,,2115.34
1256,,210.77,,287.31,,524.18,90.33,327.28,,306.94,,,1746.81
1257,,437.27,,202.8,,1245.87,241.69,417.8,,250.5,,,2795.93
1258,,316.03,,254.25,,587.63,124.87,399.29,,211.82,,,1893.89
1259,,556.2,,250.07,,694.35,188.22,474.78,,272.79,,,2436.41
1260,,453.82,,234.84,,1627.67,145.99,289.67,,368.3,,,3120.29
1261,,896.34,,279.07,,281.98,225.14,714.53,,778,,,3175.06
1262,,386.76,,161.47,,652.6,117.96,284.1,,166.71,,,1769.6
1263,,533.09,,226.03,,564.97,232.32,298.65,,309.2,,,2164.26
1264,,524.91,,234.21,,831.03,87.23,285.06,,446.55,,,2408.99
1265,,780.83,,168.77,,625.78,107.73,607.19,,459.58,,,2749.88
1266,,584.79,,143.96,,471.95,290.93,332.81,,199.71,,,2024.15
1267,,771.8,,352.15,,596.19,146.02,588.76,,215.71,,,2670.63
1268,,1068.25,,385.11,,1155.02,90.5,1818.31,,519.27,,,5036.46
1269,,1376.13,,719.79,,547.11,526.04,702.26,,898.98,,,4770.31
1270,,723.14,15343.08,658.41,,763.63,92.81,358.53,,840.57,,,18780.17
1271,,662.14,6167.05,184.84,,441.45,151.72,398.05,,351.55,,,8356.8
1272,,812.52,11130.66,701.8,,583.83,142.84,541.06,,874.65,,,14787.36
1273,,848.26,6991.31,924.7,,525.1,113.32,346.3,,609.95,,,10358.94
1274,,1041.63,8128.98,853.02,,858.58,313.22,870.62,,438.07,,,12504.12
1275,,817.89,7967.07,243.31,,1152.34,176.8,550.21,,509.15,,,11416.77
1276,,631.76,9324.06,322.87,,532.98,459.11,484.4,,235.72,,,11990.9
1277,,905.81,8098.37,549.49,,635.28,324.2,491.96,,293.81,,,11298.92
1278,,307.3,8608.85,156.98,,694.6,121.94,441.86,,296.51,,,10628.04
1279,,512.41,7493.66,338.24,,567.12,415.38,431.08,,213.49,,,9971.38
1280,,812.85,3733.14,196.49,,468.58,147.52,647.97,,217.29,,,6223.84
1281,,662.12,5913.57,206.01,,844.37,96.26,251.16,,208.94,,,8182.43
1282,,273.16,8618.48,244.19,,738.28,96.07,242.26,,171.4,,,10383.84
1283,,752.21,6053.05,278.94,,721.42,101.36,442.65,,336.68,,,8686.31
1284,,945.37,5420.13,481.86,,600.21,127.54,643.22,,339.28,,,8557.61
1285,,849.57,6714.58,679.51,,711.7,142.54,414.44,,298.93,,,9811.27
1286,,524.13,4987.88,363.34,,620.76,,321.02,,282.87,,,7100
1287,,658.71,8146.86,511.26,,498,,325.42,,249.09,,,10389.34
1288,,758.48,7207.63,302.95,,398.92,,537.69,,249.85,,,9455.52
1289,,697.69,3341.32,404.89,,779.82,,533.02,,312.26,,,6069
1290,,938.48,5321.21,270.62,,611.19,,768.89,,352.1,,,8262.49
1291,,2088.79,8457.12,439.38,,881.81,,516.04,,324.03,,,12707.17
1292,,630.26,4150.64,138.15,,518.18,147.09,421.94,,281.8,,,6288.06
1293,,700,4419.28,345.51,,476.66,125.53,556.54,,570.49,,,7194.01
1294,,584.28,4439.16,219.76,,426.78,246,250.97,,199.83,,,6366.78
1295,,489.06,3727.28,232.64,,349,117.63,314.86,,284.77,,,5515.24
1296,,611.04,,794.03,,,,371.73,,265.38,,,2042.18
1297,,515.12,,,,,,591.84,,657.9,,,1764.86
1298,,566.57,,,,,,312.9,,187.04,,,1066.51
1299,,614.84,,,,,,167.54,,466.23,,,1248.61
1300,,259.09,,174.13,273.65,,,530.91,,148.5,,,1386.28
1301,,600.87,,,328.58,,,306.42,,338.18,,,1574.05
1302,,421.81,,,327.14,,,197.17,,253.76,,,1199.88
1303,,374.91,,333.83,147.09,,,371.37,,335,,,1562.2
1304,,796.92,,256.67,215.76,,,509.47,,220.22,,,1999.04
1305,,792.51,,338.52,305.42,,,590.33,,346.94,,,2373.72
1306,,469.97,,170.59,329.95,,,59.79,,269.53,,,1299.83
1307,,673.85,,318.08,334.04,,,,,235.39,,,1561.36
1308,,482.42,,158.63,379.19,,,,,195.06,,,1215.3
1309,,663.27,,320.49,349.57,,,,,496.15,,,1829.48
1310,,882.17,,218.15,270.45,,,,,280.62,,,1651.39
1311,,708.29,,515.37,228.86,,,,,247.76,,,1700.28
1312,,623.48,,200.81,329.61,,,,,270.86,,,1424.76
1313,,825.79,,338.96,307.11,,,,,394.86,,,1866.72
1314,,678.91,,314.6,498.25,,,,,264.17,,,1755.93
1315,,1340.55,,420.6,197.73,,,,,415.76,,,2374.64
1316,,853.76,,276.28,260.32,,,,,286.07,,,1676.43
1317,,1606.7,,429.1,377.17,,,,,336.58,,,2749.55
1318,,1033.55,,549.27,381.95,,,,,397.87,,,2362.64
1319,,1087.39,,297.74,538.62,,,,,323.23,,,2246.98
1320,,1690.26,,531.7,1025.51,,,,,672.28,,,3919.75
1321,,2656.7,,883.64,1285.96,,,,,551.22,,,5377.52
1322,27.78,2616.86,5869.33,391.38,639.55,369.11,227.67,,,529.45,,,10671.13
1323,67.75,1218.96,7756.27,253.67,255.48,319.64,133.5,,,252.33,,,10257.6
1324,72.46,1847.04,10075.69,519.4,336.77,435.95,102.81,,,557.78,,,13947.9
1325,127.71,1508.13,10522.56,433.97,558.85,611.25,373.88,,,297.64,,,14433.99
1326,132.84,1286.15,12488.58,462.45,307.75,462.48,254.04,,,320.29,,,15714.58
1327,55.95,1094.21,9116.18,365.38,450.2,352.01,176.06,,,351.33,,,11961.32
1328,122.85,1880.05,12240.21,469.3,519.06,762.93,77.5,,,294.73,,,16366.63
1329,68.74,1462.07,8993.49,657.24,311.62,447.27,152.78,,,576.2,,,12669.41
1330,82.06,1175.44,6784.58,271.01,503.22,394.05,165.39,,,503.97,,,9879.72
1331,51.54,1350.45,10866.52,423.48,541.19,326.77,154.44,,,493.11,,,14207.5
1332,95.62,3271.48,7010.76,657.01,308.6,,155.91,,,374.58,,,11873.96
1333,320.17,1558.73,10055.58,204.99,520.8,,233.72,,,313.43,,,13207.42
1334,235.71,1528.1,14171.3,539.92,542.97,,76.77,,,785.87,,,17880.64
1335,251.67,1798.22,9675.67,324.59,299.36,,90.96,,,727.97,,,13168.44
1336,144.57,1062.14,10918.81,398.56,346.67,,106.08,,,297.53,,,13274.36
1337,99.34,1227.62,8351.15,375.57,499.42,,103.26,,,381.31,,,11037.67
1338,77.89,1483.59,10245.09,310.43,475.49,,52.44,,,347.67,,,12992.6
1339,14.87,1184.48,12960.84,405.38,441.08,,64.8,,,804.82,,,15876.27
1340,64.91,1250.65,8886.19,317.03,329.87,,145.04,,,353.49,,,11347.18
1341,124.63,1077.19,8832.42,451.26,336.25,,123.7,,,556.3,,,11501.75
1342,101.43,879.73,6736.75,429.68,620.68,,142.41,,,395.56,,,9306.24
1343,144.47,1362.16,11471.13,325.72,383.67,,387.8,,,293.42,,,14368.37
1344,80.95,2013.14,8741.16,348.82,590.05,1462.64,131.27,,,454.49,,,13822.52
1345,28.91,876.41,5920.92,264.54,479.18,2331.93,162.72,,,443.79,,,10508.4
1346,100.29,1159.14,8439.73,332.09,303.24,1399.96,121.15,,,566.96,,,12422.56
1347,143.57,669.43,6807.78,315.26,350.86,1522.96,167.94,,,292.57,,,10270.37
1348,,935.29,,272.24,547.83,,,,,317.62,,,2072.98
1349,,598.58,,374.67,215.46,,,,,471.53,,,1660.24
1350,,775.82,,295.94,309.84,,,,,334.44,,,1716.04
1351,,1008.86,,217.53,628.84,,,,,255.82,,,2111.05
1352,,785.18,,165.57,546.32,,,,,298.81,,,1795.88
1353,,516.78,,223.24,369.65,,,,,291.56,,,1401.23
1354,,666.66,,268.33,608.13,,,,,391.1,,,1934.22
1355,,628.63,,227.24,726.43,,,,,465.26,,,2047.56
1356,,702.79,,297.38,1013.73,,,,,323.55,,,2337.45
1357,,1081.8,,369.32,1639.99,,,,,917.52,,,4008.63
1358,,948.6,,193.99,816.67,,,,,401.03,,,2360.29
1359,,1208.48,,343.03,577.39,,,,,532.43,,,2661.33
1360,,3529.98,,2123.95,717.15,,,,,378.95,,,6750.03
1361,,308,,773.38,433.29,,,,,817.34,,,2332.01
1362,,686.66,,325.31,484.6,,,,,488.61,,,1985.18
1363,,1262.06,,516.66,406.46,,,,,571.17,,,2756.35
1364,,1252.16,,542.45,662.96,,,,,329.88,,,2787.45
1365,,1584.16,,333.94,423.99,,,,,457.31,,,2799.4
1366,,1538.08,,423.77,403,,,,,534.09,,,2898.94
1367,,1229.9,,315.8,337.49,,,,,584.31,,,2467.5
1368,,863.4,,218.24,571.04,,,,,275.39,,,1928.07
1369,,806.69,,456.89,341.99,,,,,508.25,,,2113.82
1370,,1134.44,,367.33,567.18,,,,,345.47,,,2414.42
1371,,938.95,,424.84,1055.24,,,,,784.18,,,3203.21
1372,,1774.13,,382.21,691.61,,,,,541.96,,,3389.91
1373,,2200.76,,538.16,867.77,,,,,817.83,,,4424.52
